teacher,Question,Answer
권혜정,"선생님! 여러가지 연립방정식에서 A=B=C 파트에서 짝을
잘 지어야 빨리 풀고 시간을 아낄 수 있다고 하셨는데...
그 짝을 찾는 방법은 문제를 많이 풀다보면
자연스럽게 보이나요?
아니면 '문제 특성상 이거는 길고 이거랑 계산이 잘 되니까","안녕하세요~조교선생님이에요~
 A=B=C의 식에서 만약 상수항만 가진 식이 있을 때,
한쪽 변을 상수항으로 짝을 지으면 조금 더 편하게 식을 정리할 수 있어요.
또한 계수가 정수로 이루어진 변을 짝지는 것도 계산하기 조금 더 수월할 수 있겠죠?"
권혜정,"선생님! xy = 2 가 차수가 2라서 일차방정식이 아니라는데
차수 1 아닌가요?
왜 차수가 2인지 설명 자세히 부탁드려요!!
(이거 문제집이 어딘지 몰라서 페이지는 모르고요...
그래도 문제를 써 놓았으니까 설명 부탁드려요ㅎㅎ ","차수란 단항식에 포함되어 있는 문자 수를 그 단항식의 차수라고 합니다.
그러므로 xy=2에서 xy는 x와 y의 곱이므로 2차항이 됩니다^^ "
권혜정,"질문이여!!!!!
시혐기간에는 어떤 방법으로 공부하는게
좋을까요???
참고로 전 학원 안 다니고 혼자 공부해요!! ","시험기간에는 교과서를 여러번 풀어보면서,
기본개념을 다시한번 숙지하고,
서술형 답안 쓰기 연습과,
풀어보았던 문제들 중에 틀렸던 문제를 중심으로 다시 한번 학습하는 것도 좋은 방법이 됩니다.
또한 EBS에서 시험대비 나오는 강좌들을 들어보면 더 도움이 될 것 같네요~"
권혜정,"선생님 강의를 계속 들으면서 떠오른는 질문이 있는데요, 왜 왕따 쌤이라고 하시는 건가요? ","수학의 왕을 따르라~에서의
왕따쌤이에요~
 왕따쌤 수업 완강화이팅이요~ "
권혜정,"선생님! 59쪽 5번 같은 경우 답이 4x제곱 + 26xy + 12y제곱 인데
답을 쓸때 예를 들어 26xy + 12y제곱 + 4x제곱이라고 쓰면
틀리나요ㅠㅠ
제가 문제를 풀다보면 숫자들은 맞는데
순서가 틀려서요ㅠㅠ","안녕하세요~조교선생님이에요~
예를 들어 x라는 문자의 차수에 대해서 내림차순으로 정리한다면,
x차수가 높은 것부터 순서대로 적어주면 되는 거에요~
우리 학생이 질문한 문제도"
권혜정,"개념 익힘 문제를 풀다가 모르는 문제가 있어요!
3쪽 14번 문재인데
전 답이 4,5번 이라고 생각하는데 답지에는 5번
이래요ㅠㅠ
 ","안녕하세요~
조교샘이에요~
  "
권혜정,"선생님 안녕하세요~~
저는 6학년이구여 선행학습하면서 강의듣고 있는데
에이급이 그닥 어렵진 않거든요
제 생각이 흔한건가요?
(자랑 아닙니당 ㅎㅎ) ","안녕하세요~ 문*빈님!
6학년 학생인데 중1 에이급 수학이 그닥 어렵지 않다니~ 수학을 정말 좋아하는 학생인가 보네요 ^^
 우리 학생 끝까지 이 맘으로 수학 공부 열심히 해봐요~!
너무 대단해요! 화이팅 ^^  "
권혜정,선생님 개념유형 중학 1(상) 책에서 20쪽 46번 문제풀이 부탁드려요,"안녕하세요~조교선생님이에요~
 우선,
A지점에서 B지점까지의 거리가 36km이고,
B지점에서 C지점까지의 거리가 160km라고 했고,"
권혜정,"선생님! 15강에 정답 5번 이라고 하시는데 정답은 1번 아닌가요?
확인 한 번만 해주세요!!
만약 답이 5번 이라면 왜 분모가 마이너스 2ac가 아닌 마이너스 ac인지 설명 부탁드려요!! ","안녕하세요~조교선생님이에요~
 우리학생 15강 몇번 문제인지 한번만 다시 질문 부탁해요~ "
권혜정,"선생님! 59쪽 5번 같은 경우 답이 4x제곱 + 26xy + 12y제곱 인데
답을 쓸때 예를 들어 26xy + 12y제곱 + 4x제곱이라고 쓰면
틀리나요ㅠㅠ
제가 문제를 풀다보면 숫자들은 맞는데
순서가 틀려서요ㅠㅠ","안녕하세요~조교선생님이에요~
 문자 x에 대해 내림차순으로 적어준거에요~
서술형에서는 감점이 될 수 있어요~
 "
권혜정,"강의 너무 재미있어여!!!!!
선생니 강의 열심히 듣고 열공 할꼐여^^ ","안녕하세요~조교선생님이에요~우리 선생님께서 너무 기뻐하시겠네요~
화이팅해서 완강하도록하세요~^^ "
권혜정,21강에서 38번에서 16%농도의 소금물이 더 짜야 된다고 하셨는데 물을 증발 시키는 것이기 때문에 소금의 양은 같은 것 아닌가요?? ,"안녕하세요~조교선생님이에요~
 우리 선생님께서 이해가 쉽게 하려고 더 짜다고 애기하신거 같아요~
소금의 양이 같은건 맞습니다.
선생님께서도 소금의 양이 다르다고 하신게 아니라,"
권혜정,학습하기가 안되어있는데 어떻게 된건가요? ,"안녕하세요~ 최*선님!
 선생님께서 지금 빠르게 촬영 마무리 중이십니다.
매주 순차적으로 오픈 진행중이며,
1월 4주차에 완강될 예정입니다."
권혜정,"35강 14분 14초 문제에서 오류가 있는 것 같아요.
 선생님께서는 답을 5번이라고 하셨는데
 답은 1, 5번 아닌가요?","안녕하세요~조교선생님입니다~
 네~학생말대로 1,5번이 정답이 맞습니다.
대각선의 개수는"
권혜정,"제가 궁금한 문제는 36페이지 d문제 입니다.!! 
그리고 만약 제 방법이 틀렸으면 잘 이해가 안되서 그러니
자세히 설면 부탁드립니다.","안녕하세요~조교선생님입니다~
이 문제가 맞을까요?
D. 자릿수 구하기
 "
권혜정,"선생님 저는 예비중 1 이고요. '[중1-1] 수학 유형중심 - 전범위' 를 듣고있어요. 교재에서 모르는 문제가 있어서 Q&A에 질문해보려구요.
교재 14p 25번(Level 2) 같은 문제는 어떻게 푸나요?? 답지의 풀이를 봐도 뭔말인지 알수가 없어요ㅜㅜ","안녕하세요~조교선생님입니다~
 "
권혜정,"선생님 안녕하세요~~
저는 6학년이구여 선행학습하면서 강의듣고 있는데
에이급이 그닥 어렵진 않거든요
제 생각이 흔한건가요?
(자랑 아닙니당 ㅎㅎ) ","안녕하세요~ 문*빈님!
6학년 학생인데 중1 에이급 수학이 그닥 어렵지 않다니~ 수학을 정말 좋아하는 학생인가 보네요 ^^
 우리 학생 끝까지 이 맘으로 수학 공부 열심히 해봐요~!
너무 대단해요! 화이팅 ^^  "
권혜정,선생님 개념유형 중학 1(상) 책에서 20쪽 46번 문제풀이 부탁드려요,"안녕하세요~조교선생님이에요~
 우선,
A지점에서 B지점까지의 거리가 36km이고,
B지점에서 C지점까지의 거리가 160km라고 했고,"
권혜정,"선생님! 15강에 정답 5번 이라고 하시는데 정답은 1번 아닌가요?
확인 한 번만 해주세요!!
만약 답이 5번 이라면 왜 분모가 마이너스 2ac가 아닌 마이너스 ac인지 설명 부탁드려요!! ","안녕하세요~조교선생님이에요~
 우리학생 15강 몇번 문제인지 한번만 다시 질문 부탁해요~ "
권혜정,36강 이후에 자료가 없는데 뭔가요?,"안녕하세요~ 조*미님!
 선생님께서 현재 빠르게 촬영중이시며,
매주 순차적 오픈을 하고 있습니다.
 "
권혜정,"186쪽 26번
 보기 2번에서 85.7 을 반올림해서 86이라고 하는데
원래 그렇게 반올림해도 되는 건가요? ","안녕하세요~조교선생님이에요~
약으로 어림한 것이므로 반올림 해도 괜찮습니다.
82.7142...으로 나누어 떨어지지 않으므로
만약 보기에 약 82.7%라고 나와도 맞는 보기가 됩니다."
권혜정,언제까지 전 강의 다 볼 수 있나요?,"안녕하세요~ 고*해님!
 권혜정선생님께서 지금 열심히 촬영중이시며,
매주 순차적으로 강의 업로드 하고 있습니다.
 "
권혜정,"선생님께서 잘 가르쳐주셔서 내신 성적 올랐어요 
선생님이 하시는 방법이 참 쉽고 간단합니당.^^","안녕하세요~ 박*령님!
내신 성적이 올랐다니 너무 좋네요~ 앞으로도 열공하셔서 좋은 성적 기대할께요 ^^
 "
권혜정,왜 부등식은 핵심개념 정리가 안되어 있나요....??  ,"안녕하세요~ 하*영님!
지금 선생님께서 열심히 촬영중이십니다.
 촬영이 완료되는대로 순차적 업로드를 진행하고 있습니다.
 "
권혜정,117페이지 35번 알기 쉽게 설명해 주세요^^♥♥**,안녕하세요~조교선생님이에요~
권혜정,117쪽에 34번 문제 쉽게 설명해주세요.......😉😉🎁🎁💗💗🎉🎉,"안녕하세요~조교선생님이에요~
 "
권혜정,103쪽 29번-3) 문제 가르쳐주시면 감사하겠습니다!!^^♥♥ 😁😁😁😉😉💝💝,"안녕하세요~조교선생님이에요~
 "
권혜정,기본 도형(1단원)에 45페이지 33번(마지막 문제) 좀 알려주세요....^^ 헷갈려요..ㅜㅜ,"안녕하세요~조교샘이에요~~
 기본개념
분침은 1분에 360도 나누기 60분 = 6도
시침은 1분에 30도(1시간=30도) 나누기 60분 = 0.5도"
권혜정,42쪽 22번에 답지에 설명되어있는 방법말고 다른 방법으로도 설명이 가능한가요? 가르쳐 주시면 감사하겠습니다!!^^,안녕하세요~조교샘이에요~
권혜정,115페이지 30번 문제 가르쳐주시면 감사하겠습니다!!!!~^^,"안녕하세요~조교선생님이에요~
이 문제는 그림으로 그려서 풀면 쉽게 이해가 되는 문제입니다.
(1)
우선 원의 중심인 O가 움직이는 선이 보이나요?
호로 구해야 할 부분과 선분으로 구해야 할 부분을 확인한 후 이동거리를 구하면 됩니다."
권혜정,115페이지 29번 설명 들어도 어려워요..ㅠ 쉽게 가르쳐주시면 감사하겠습니다^^!!♥♥,"안녕하세요~조교선생님이에요~
 호AC, 호CD, 호DB의 길이의 비가 같다고 했으므로,"
권혜정,110쪽 15번에 넓이 구할 때 꼭 답지에 나와있는 방법으로만 풀 수 있는 건가요? 정사각형 넓이에서 원 넓이를 빼서 개수만큼 곱해서 구하는 방법은 안되나요???? 가르쳐주시면 감사하겠습니다!!^^♥♥💕💕❤❤💗💗,"안녕하세요~조교선생님이에요~
정사각형에서 원의 넓이를 뺀다고 하는 건,
한변 2a인 정사각형 넓이 2개를 구한뒤 원의 넓이 2개를 뺀다는 풀이 인거죠?
 그렇게 해도 넓이는 똑같이 나옵니다."
권혜정,"108쪽에 있는 7번 (1),(2),(3)문제 모두 설명해주시면 감사하겠습니다^^😁","안녕하세요~조교선생님이에요~
(1)
구하려고 하는 각이 포함되어 있는 삼각형 7개의 내각의 크기의 합인
180X7=1260도에서 안쪽에 있는 칠각형을 이용해 구하는 부분 외에 각을 빼주면 됩니다.
즉, 칠각형의 외각의 크기의 합의 2배를 빼주면,"
권혜정,"선생님 일차방정식 너무 헷갈려요..
특히 일차방정식의 활용.. 선생님 제가 푸는 건 그나마 자신이 있는 데, 문제에서 식을 발견하지를 못하겠어요.. 쉽게 알아낼 수 있는 요령(?) 좀 가르쳐주세요..
  ","문장을 식으로 바꾸는 부분이 어렵게 느껴지는가 보군요? ㅠㅠ 
 자신의 문제를 정확히 안다는 것만 해도 정말 대단하고 칭찬해주고 싶어요.
 방학을 이용해서, 이 부분을 한 번 극복해보아요! "
권혜정,선생님 156쪽에 유형16 18번이랑 159쪽에 유형22 39번 풀이 좀 해주세요~ ,"18번
 연두색 그래프는 y=2x 이므로 기울기가 2 입니다.
 y= 8/3x 는 기울기가 8/3 > 2 이므로 기울기가 더 크므로 "
권혜정,"삼각형의 넓이 y = 1/2 * BC * x 이고, 이 식에다가 문제에서 주어진 조건 x=3 y=12 를 대입하면, 
 12 = 1/2 * 3* BC 
 변 BC = 8 입니다. ","선생님~~ 너무 좋으세영!!
근데 요즈음 소리가 느허무 작아용ㅠㅠ
선생님 강의가 시끄러운 곳에서는 들리지 안아서 속상해요.."
권혜정,"컴퓨터나 테블릿의 자체 볼륨을 조절해보세요.
 혹은 강의 화면의 아랫쪽에 보면, 소리 크기 조절이 가능하답니다. 
 그래도 해결이 되지 않으면, 상단의 고객센터로 연락주세요",126p에 유형20 19번 문제 풀이해주실 수 있나요? 
권혜정,"안녕하세요 유형중심 강의 잘 듣고 있어요.
다름이 아니라 모르는 문제가 한 개 있어서
글을 써봅니다.
Lecture 5. 평행선의 성질 부분에 유형
19번 에서 39번과 40번은 이해가 되는데","우선 해당 문제의 답지를 펴서
 문제의 그림에 평행선이 어떻게 그어져 있는지 확인해주세요.
 평행선q을 기준으로 각e 와 동위각을 찾아보세요"
권혜정,문제를 모르겠어요,"반 학생 수가 40명인데
 그래프에서 찢어진 부분, 즉 10-12 시간의 독서를 하는 친구들의 수만 모르니까
 찢어지지 않은 부분의 학생수를 모두 더하여"
권혜정,"쌤유중 13쪽 48번 모르겠어요
답지 봐도 이해가 않되여ㅠㅠ ","우선 풀면서 문제지의 그래프 상에다가 문제에서 주어진 조건을 하나 하나 표시하면서 풀어보세요
 좀 더 이해가 쉬울 거예요~
  "
권혜정,17쪽에 34번을 모르겠어요.,"안녕하세요~.
 17쪽에 34번 문제는 맞꼭지각의 성질을 아는 것이 중요합니다.
 맞꼭지각은 그 크기가 같으므로, X+30 = 2X-40 조건이 먼저 성립하겠죠? 그럼 X= 70이 나오고,"
권혜정,저 32번과33번은 알겠지만 34번은 약간 달라 공식을 모르겠어요. 푸는 법좀 알려주세요.,"몇 페이지의 34번에 대한 질문인가요?
 이를 알려주어야 정확한 답변이 가능할 것 같아요
 재질문 남겨주세요 ~ "
권혜정,"일차방정식 너무 힘들어요 식을 세우는 게 너무 힘들고
자꾸 답지를 보게되요 .. ","어쩔 수 없이 답지를 보게될 수도 있어요..!
 그렇지만, 최대한 끝까지 혼자 해결해보고 답지를 보면, 그 풀이 방법을 기억하는데 더 도움이 되겠죠?
 적당히 답지를 보고 풀어놓고 넘어가면, 그 문제를 다음에 다시 풀때는 또 풀이법을 잊어버리게 되니까"
권혜정,"선생님 일차방정식 너무 헷갈려요..
특히 일차방정식의 활용.. 선생님 제가 푸는 건 그나마 자신이 있는 데, 문제에서 식을 발견하지를 못하겠어요.. 쉽게 알아낼 수 있는 요령(?) 좀 가르쳐주세요..
  ","문장을 식으로 바꾸는 부분이 어렵게 느껴지는가 보군요? ㅠㅠ 
 자신의 문제를 정확히 안다는 것만 해도 정말 대단하고 칭찬해주고 싶어요.
 방학을 이용해서, 이 부분을 한 번 극복해보아요! "
권혜정,선생님 156쪽에 유형16 18번이랑 159쪽에 유형22 39번 풀이 좀 해주세요~ ,"18번
 연두색 그래프는 y=2x 이므로 기울기가 2 입니다.
 y= 8/3x 는 기울기가 8/3 > 2 이므로 기울기가 더 크므로 "
권혜정,"삼각형의 넓이 y = 1/2 * BC * x 이고, 이 식에다가 문제에서 주어진 조건 x=3 y=12 를 대입하면, 
 12 = 1/2 * 3* BC 
 변 BC = 8 입니다. ","선생님~~ 너무 좋으세영!!
근데 요즈음 소리가 느허무 작아용ㅠㅠ
선생님 강의가 시끄러운 곳에서는 들리지 안아서 속상해요.."
권혜정,"컴퓨터나 테블릿의 자체 볼륨을 조절해보세요.
 혹은 강의 화면의 아랫쪽에 보면, 소리 크기 조절이 가능하답니다. 
 그래도 해결이 되지 않으면, 상단의 고객센터로 연락주세요",126p에 유형20 19번 문제 풀이해주실 수 있나요? 
